text,label
"FEDERAL TAX WITHHELD, ZDDxx1999, SYSTEM GENERATED 2xxx-x7-08T00:00:00.000Z",MISC
"INTEREST PAID FROM,            06/06/19 THRU 07/07/19, ZDDxx1999, SYSTEM GENERATED 2xxx-x7-08T00:00:00.000Z",MISC
"PAYMENT TO VENMO-PAYMENT, YPExx4898, SYSTEM GENERATED 2xxx-x7-08T00:00:00.000Z",TRANSFER
"INTEREST PAID FROM,            06/10/19 THRU 07/07/19, ZDDxx1999, SYSTEM GENERATED 2xxx-x7-08T00:00:00.000Z",MISC
"ST. GAMBRINUS BEER SHO, BROOKLYN     NY, REF NO 8xxx1595SLQL1BPEZ, TRAN CD 253 SIC CD 5813",LIVING-EXPENSES
"STOP & SHOP 2586, BROOKLYN     NY, REF NO 5xxx2865T5SGN37MP, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"GRAPE HILL LIQUORS, BROOKLYN     NY, REF NO 2xxx4675T00A83EJV, TRAN CD 253 SIC CD 5921",LIVING-EXPENSES
"TST* THE GREY DOG - MU, NEW YORK     NY, REF NO 0xxx5375TEHYY9J9Q, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"WHOLEFDS FTG #x0709, BROOKLYN     NY, REF NO 0xxx5375S007SB3B4, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"Check #235, YC1Sx5725, SYSTEM GENERATED 2xxx-x7-05T00:00:00.000Z",INVESTMENTS
"PAYMENT TO VENMO-PAYMENT, YPExx8476, SYSTEM GENERATED 2xxx-x7-05T00:00:00.000Z",TRANSFER
"MTA*METROCARD MACHINE, NEW YORK     NY, REF NO 5xxx2865T5SDW3Q0M, TRAN CD 253 SIC CD 4111",LIVING-EXPENSES
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3525T5SZJQK91, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"WHOLEFDS FTG #x0709, BROOKLYN     NY, REF NO 0xxx5375T00QGFRTV, TRAN CD 253 SIC CD 5411",LIVING-EXPENSES
"DONNYBROOK, NEW YORK     NY, REF NO 2xxx6065R2Y2WPAYL, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3525PLAM3KSE8, TRAN CD 253 SIC CD 5814",MISC
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3525PLAM2RE9G, TRAN CD 253 SIC CD 5814",MISC
"MEMBERSHIP - NORTH BRO, xxxxxxx8625  NY, REF NO 5xxx9505NJHJ4GT21, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"DEPOSIT FROM,            VENMO-CASHOUT, YPEPx3115, SYSTEM GENERATED 2xxx-x7-02T00:00:00.000Z",TRANSFER
"LINKEDIN-xxx*xxx5174, LNKD.IN/BILL CA, REF NO 5xxx2865N5SGWNVST, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"NARGIS BAR & GRILL, BROOKYN      NY, REF NO 7xxx1165MS66E1BY4, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"THE CHOCOLATE ROOM, BROOKLYN     NY, REF NO 2xxx7805L02G1SZ9J, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx7092, SYSTEM GENERATED 2xxx-x7-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 3038,            ON 06/30/2019,            HIB- 8xxx8371XY70FQX1SG, IBxxx2953, INTERNET BANKING 2xxx-x7-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER FROM,            SAV xxxxx1063,            ON 06/30/2019,            HIB- 1xxxx6819XY70F2RVFE, IBxxx3060, INTERNET BANKING 2xxx-x7-01T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            CHK xxxxx8911,            ON 06/30/2019,            HIB- 1xxxx6819XY70F2RVFE, IBxxx3060, INTERNET BANKING 2xxx-x7-01T00:00:00.000Z",TRANSFER
"PAYMENT - THANK YOU, , REF NO 8xxx5315MEHN6BQB6, TRAN CD 271 SIC CD 6010",TRANSFER
"PANNA COOKING, xxxxxx1181   NY, REF NO 5xxx9505KS0MGGMF7, TRAN CD 255 SIC CD 5969",SUBSCRIPTION
"SEAMLSSTHEHALALSPOT, xxxxxx1020   NY, REF NO 5xxx9505KLSFMDJ0P, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxx0205L5S8EVL3F, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx3970, SYSTEM GENERATED 2xxx-x8-08T00:00:00.000Z",INCOME
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxx3836S2NPNW6WY, TRAN CD 253 SIC CD 6012",PHONE
"DISHES, NEW YORK     NY, REF NO 5xxx8726S61NVZ3MV, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"BLOOMINGDALES  NEW YOR, NEW YORK     NY, REF NO 0xxx6846VHETLNH65, TRAN CD 253 SIC CD 5311",LIFESTYLE
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3526SLATH1SE7, TRAN CD 253 SIC CD 5814",MISC
"FEDERAL TAX WITHHELD, ZDDxx4095, SYSTEM GENERATED 2xxx-x8-06T00:00:00.000Z",MISC
"INTEREST PAID FROM,            07/08/19 THRU 08/05/19, ZDDxx4095, SYSTEM GENERATED 2xxx-x8-06T00:00:00.000Z",MISC
"YONAH SHIMMEL KNISHES, NEW YORK     NY, REF NO 8xxx2906RWGNPN7MM, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"GRAND ARMY, BROOKLYN     NY, REF NO 8xxx3316RLBZPK8LD, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3526R5SRP1HX3, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3526PLAL6LBYY, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0196PGVGTFBX3, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxx2866N5S8JKX2Z, TRAN CD 253 SIC CD 5499",MISC
"MEMBERSHIP - NORTH BRO, xxxxxx8625   NY, REF NO 5xxx9506MJJ089LME, TRAN CD 253 SIC CD 7372",SUBSCRIPTION
"PRET A MANGER 021, NEW YORK     NY, REF NO 5xxx3526MLAFZ59Q5, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0196MGVHN9485, TRAN CD 253 SIC CD 5814",MISC
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx4068, SYSTEM GENERATED 2xxx-x8-02T00:00:00.000Z",TRANSFER
"PAYMENT - THANK YOU, , REF NO 8xxx5316MEHN5NL9B, TRAN CD 271 SIC CD 6010",TRANSFER
"EQUINOX #109, xxxxxx6549   NY, REF NO 5xxx0206MBMQTD626, TRAN CD 253 SIC CD 7997",LIFESTYLE
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0196LGVHN1K9B, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0196LGVGTXVXL, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1988GVGTX8PF, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxxx1988GVGTG8QT, TRAN CD 253 SIC CD 5814",MISC
"CASH W/D ON xxxx2019 AT,            HSBC ATM HSBC 122,            FLATBUSH AVE BROOKLYN, @NWKx0125, ATM 2xxx-x9-23T00:00:00.000Z",MISC
"RAKUTEN.COM, xxx-xxx0800  CA, REF NO 7xxxxx3862AA9LY00, TRAN CD 253 SIC CD 5969",LIFESTYLE
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxxxx0875S8EVL5J, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1986GVHMVTH5, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1986GVHMVTDS, TRAN CD 253 SIC CD 5814",MISC
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx3746, SYSTEM GENERATED 2xxx-x9-19T00:00:00.000Z",INCOME
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxxxx6845V1746HL, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQ *SQ *ZYARA CAFFEE, NEWYORK      NY, REF NO 5xxxxx6845V0LQXVG, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *PARTNERS COFFE, NEW YORK     NY, REF NO 5xxxxx6845SYJ4E5V, TRAN CD 253 SIC CD 5812",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1984GVGTFJJ6, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1984GVGTFHGZ, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *SALLYEANDER IN, BROOKLYN     NY, REF NO 5xxxxx6825SHX4JV0, TRAN CD 253 SIC CD 5999",LIVING-EXPENSES
"CENTRAL CELLARS, NEW YORK     NY, REF NO 7xxxxxx8142QAD6J4, TRAN CD 253 SIC CD 5921",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1981GVGTE2P6, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxxx1981GVGTE0S2, TRAN CD 253 SIC CD 5814",MISC
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxxxx6805V2TDGFY, TRAN CD 253 SIC CD 5499",MISC
"AMAZON.COM*676ZX7RU3, AMZN.COM/BILLWA, REF NO 5xxx2867Z5SSYX9NN, TRAN CD 253 SIC CD 5942",TRANSFER
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0197ZGVGTGHFQ, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0197YGVGT8GNA, TRAN CD 253 SIC CD 5814",MISC
"AMAZON.COM*HH1JI7VI3 A, AMZN.COM/BILLWA, REF NO 5xxx0207X2DLF9HMD, TRAN CD 253 SIC CD 5942",TRANSFER
"EQUINOX HOLDING WEB, xxxxxx6549   NY, REF NO 5xxx0207X2DL9ADRA, TRAN CD 253 SIC CD 7997",LIFESTYLE
"IPHONE CITIZENSONELOAN, BRIDGEPORT   CT, REF NO 8xxx3837V2NPNW6WQ, TRAN CD 253 SIC CD 6012",PHONE
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxx0777V2DA5NQ5L, TRAN CD 253 SIC CD 4814",PHONE
"AMZN MKTP US*MO3707QM0, AMZN.COM/BILLWA, REF NO 5xxx2867V5SXAYG2M, TRAN CD 253 SIC CD 5942",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2867V5SW6LHRQ, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2867V5SW0NM9T, TRAN CD 253 SIC CD 5735",TRANSFER
"JFK INTERNATIONAL AIRP, JAMAICA      NY, REF NO 5xxx2867V5STMJYL2, TRAN CD 253 SIC CD 7394",LIVING-EXPENSES
"INTEREST PAID FROM,            08/08/19 THRU 09/08/19, ZDDxx7733, SYSTEM GENERATED 2xxx-x9-09T00:00:00.000Z",MISC
"FEDERAL TAX WITHHELD, ZDDxx9445, SYSTEM GENERATED 2xxx-x9-06T00:00:00.000Z",MISC
"INTEREST PAID FROM,            08/06/19 THRU 09/05/19, ZDDxx9445, SYSTEM GENERATED 2xxx-x9-06T00:00:00.000Z",MISC
"STATE ROAD, WEST TISBURY MA, REF NO 8xxx3317RLBZPJKA9, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx6886, SYSTEM GENERATED 2xxx-x9-05T00:00:00.000Z",INCOME
"PAYMENT TO VENMO-PAYMENT, YPExx8802, SYSTEM GENERATED 2xxx-x9-04T00:00:00.000Z",TRANSFER
"ZIPCAR INC., xxxxxx7227   MA, REF NO 5xxx3527P5SH7R8GZ, TRAN CD 253 SIC CD 4789",LIVING-EXPENSES
"PAYMENT TO CHASBK CK,            WEBXFR-TRANSFER, YPExx9263, SYSTEM GENERATED 2xxx-x9-03T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER TO,            SAV xxxxx1063,            ON 08/31/2019,            HIB- 3xxxx2471X35II0Y8W, IBxxx4595, INTERNET BANKING 2xxx-x9-03T00:00:00.000Z",TRANSFER
"LARSEN S FISH MARKET, CHILMARK     MA, REF NO 8xxx0727MLBXLFVNT, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"ONLINE TRANSFER TO,            CARD xxxx xxxx xxxx 4135,            ON 08/31/2019,            HIB- 5xxxx5489X35FA0YQU, IBxxx5101, INTERNET BANKING 2xxx-x9-03T00:00:00.000Z",TRANSFER
"ONLINE TRANSFER FROM,            CHK xxxxx8911,            ON 08/31/2019,            HIB- 3xxxx2471X35II0Y8W, IBxxx4595, INTERNET BANKING 2xxx-x9-03T00:00:00.000Z",TRANSFER
DIVIDEND RECEIVED as of 09/01/2019 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
FOREIGN TAX PAID as of 09/01/2019 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
"PAYMENT - THANK YOU, , REF NO 8xxx5317MEHN60QT5, TRAN CD 271 SIC CD 6010",TRANSFER
"PP*SOW NICE, CHILMARK     MA, REF NO 5xxx9507KS13NKQPL, TRAN CD 253 SIC CD 5261",LIVING-EXPENSES
"APL* ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2867H5SGA6NG4, TRAN CD 253 SIC CD 5735",TRANSFER
INTEREST EARNED CASH,MISC
REINVESTMENT CASH,INVESTMENTS
"DEPOSIT FROM SG AMER,            OPERATIO-DIRECT PAY, YPEPx6384, SYSTEM GENERATED 2xxx-x8-28T00:00:00.000Z",INCOME
"JFK INTERNATIONAL AIRP, JAMAICA      NY, REF NO 5xxx2867G5V47Q7F0, TRAN CD 253 SIC CD 7394",LIVING-EXPENSES
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0197FGVGTDBGP, TRAN CD 253 SIC CD 5814",MISC
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2867F5SWAE90T, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQ *SQ *ZYARA CAFFEE, NEW YORK     NY, REF NO 5xxx2867E5SVSE57L, TRAN CD 253 SIC CD 5814",MISC
"EAT HALAL INTERNATIONA, BROOKLYN     NY, REF NO 5xxx0207F5S8EVLGN, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"SPOTIFY USA, NEW YORK     NY, REF NO 1xxx0217D00G0L7F1, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"DONNYBROOK, NEW YORK     NY, REF NO 0xxx6637D2X9KXTTG, TRAN CD 253 SIC CD 5812",ENTERTAINMENT
"EILEENSSPECIALCHEESECA, NEW YORK     NY, REF NO 5xxx3527Q5S8EVLAT, TRAN CD 253 SIC CD 5812",LIVING-EXPENSES
"SP * HELEN FICALORA, NEW YORK     NY, REF NO 5xxx9507QJJ5KT59D, TRAN CD 253 SIC CD 5944",MISC
"NETFLIX.COM, NETFLIX.COM  CA, REF NO 5xxx2867Q5SBP4AZJ, TRAN CD 253 SIC CD 4899",SUBSCRIPTION
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0197QGVGTXJBZ, TRAN CD 253 SIC CD 5814",MISC
"TRADER PANTRY xxxx2461, NEW YORK     NY, REF NO 0xxx0197QGVHNG58F, TRAN CD 253 SIC CD 5814",MISC
"CAFE' xxx     xxxx2453, NEW YORK     NY, REF NO 0xxx0197AGVGTBVLM, TRAN CD 253 SIC CD 5814",MISC
"PURCHASE ON xxxx2019 AT,            PRET A MANGER 021 NEW YO,            RK NY, @FDxx7830, ATM 2xxx-x8-22T00:00:00.000Z",MISC
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx7829, ATM 2xxx-x8-22T00:00:00.000Z",MISC
"DEPOSIT FROM SOCIETE,            GENERALE-DIRECT DEP, YPEPx4329, SYSTEM GENERATED 2xxx-x8-22T00:00:00.000Z",INCOME
"AT&T*BILL PAYMENT, xxxxxx0500   TX, REF NO 5xxxx7779P8J04ALM, TRAN CD 253 SIC CD 4814",PHONE
"PURCHASE ON xxxx2019 AT,            J CREW xxxxxx0258 VA, @FDxx7035, ATM 2xxx-x8-19T00:00:00.000Z",LIFESTYLE
"PURCHASE ON xxxx2019 AT,            SMILE DESIGN NYC DENTA B,            ROOKLYN NY, @FDxx7880, ATM 2xxx-x8-19T00:00:00.000Z",LIVING-EXPENSES
"PURCHASE ON xxxx2019 AT,            NNT NEIGHBORHOOD,            DExx2438 150 STANTON ST, @MCxx2454, ATM 2xxx-x8-19T00:00:00.000Z",LIVING-EXPENSES
"PURCHASE ON xxxx2019 AT,            J CREW xxxxxx0258 VA, @FDxx8161, ATM 2xxx-x8-16T00:00:00.000Z",LIFESTYLE
DIVIDEND RECEIVED APPLE INC COM USD0.x0001,INVESTMENTS
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
"SALE REVERSAL, , REF NO Fxxxxxxx2000SGAJF, TRAN CD 256 SIC CD 5735",TRANSFER
"SALE REVERSAL, , REF NO Fxxxxxxx2000SGAJF, TRAN CD 256 SIC CD 5735",TRANSFER
"PURCHASE ON xxxx2019 AT,            TRADER PANTRY xxxx2461 N,            EW YORK NY, @FDxx7776, ATM 2xxx-x8-14T00:00:00.000Z",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO Fxxxxxxx2000SGAJT, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO Fxxxxxxx2000SGAJT, TRAN CD 253 SIC CD 5735",TRANSFER
"ADJUST DISPUTED SALE, , REF NO Fxxxxxxx1000FD225, TRAN CD 253 SIC CD 6012",FRAUD
"ADJUST DISPUTED SALE, , REF NO Fxxxxxxx1000FD225, TRAN CD 271 SIC CD 6010",FRAUD
"PURCHASE ON xxxx2019 AT,            JUICE PRESS EQ18 NEW YOR,            K NY, @FDxx7679, ATM 2xxx-x8-12T00:00:00.000Z",MISC
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2866W5SLMZDQP, TRAN CD 253 SIC CD 5735",TRANSFER
"APL*ITUNES.COM/BILL, xxx-xxx-7753 CA, REF NO 5xxx2866W5SLG52KM, TRAN CD 253 SIC CD 5735",TRANSFER
"D J*WALL-ST-JOURNAL, xxx-xxx-7625 MA, REF NO 5xxx2866W5SHZB50K, TRAN CD 253 SIC CD 5968",SUBSCRIPTION
"PESCATORE SEAFOOD, NEW YORK     NY, REF NO 7xxx0396VS66MQXLQ, TRAN CD 253 SIC CD 5814",LIVING-EXPENSES
"SQ *SQ *MILDRED NEW YO, NEW YORK     NY, REF NO 5xxx2866V5SGMAWLH, TRAN CD 253 SIC CD 7230",LIFESTYLE
"SQU*SQ *METRO LOBBY ST, NEW YORK     NY, REF NO 5xxx2866V5SGA0WLK, TRAN CD 253 SIC CD 5499",MISC
"EQUINOX #109, xxxxxx6549   NY, REF NO 5xxx0206WBMQNHLB0, TRAN CD 253 SIC CD 7997",LIFESTYLE
