text,label
CASH WITHDRAWAL ON  01/21 AT *315 LAFAYETTE - NEW YORK     NY,MISC
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - SEAMLSSURBANRUSTICMAR    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER   US JAN21 YYHSS    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US JAN22 WMPVA    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US JAN21 SFKBN    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - HLU*HULU 8xxxx483-U      HULU.COM/BILLCA,SUBSCRIPTION
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - UBER   US JAN22 VJ33F    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - DRUNKSHAKESPEARE         xxxxxx7865   NY,LIVING-EXPENSES
PURCHASE - NYC-TAXI                 LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - D J*WALL-ST-JOURNAL      xxx-xxx-7625 MA,SUBSCRIPTION
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
DIVIDEND RECEIVED WHOLE FOODS MKT INC,INVESTMENTS
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSNEWSUNNYEAST88    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSEFFYSKITCHEN      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - SEAMLSSJUICEPRESS1296    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSCREPECAFE         xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - AMAZON VIDEO ON DEMAND   AMZN.COM/BILLWA,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
Payroll Contribution,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - AMAZONPRIME MEMBERSHIP   AMZN.COM/PRMEWA,LIVING-EXPENSES
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - SEAMLSSKENNEDYFRIEDCH    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SEAMLSSSEATTLECAFE       xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - LEA WINE BAR             NEW YORK     NY,ENTERTAINMENT
PURCHASE - TIMES SCARE NYC LLC      NEW YORK     NY,ENTERTAINMENT
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 01/28 - REFERENCE NO: IBxx5128,MISC
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - MTA MVM*N519A-B'WAYQPS   NEW YORK     NY,LIVING-EXPENSES
PURCHASE - SUFFOLK ARMS             NEW YORK     NY,ENTERTAINMENT
PURCHASE - QI                       NEW YORK     NY,ENTERTAINMENT
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 01/30 - REFERENCE NO: IBxx2018,TRANSFER
PURCHASE - UBER   US JAN28 4IRLX    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - NYC TAXI CCRMT           LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - UBER   US JAN28 COPEE    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - AMAZON.COM AMZN.COM/BI   AMZN.COM/BILLWA,MISC
PURCHASE - NYC-TAXI                 LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - LYFT   *RIDE SAT 5PM     xxxxxx0278   CA,LIVING-EXPENSES
PURCHASE - UBER   US JAN29 VG7OL    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - EQUINOX #107             NEW YORK     NY,LIFESTYLE
PURCHASE - YN WINE BAR              NEW YORK     NY,ENTERTAINMENT
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - SEAMLSSGARDENGOURMET     xxxxxx1020   NY,LIVING-EXPENSES
REINVESTMENT CASH,INVESTMENTS
INTEREST EARNED CASH,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
Dividend,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx4662 ON 02/01 - REFERENCE NO: IBxx0816,TRANSFER
ONLINE TRANSFER TO   CHECKING xxxxxxx8911 ON 02/01 - REFERENCE NO: IBxx1041,TRANSFER
PURCHASE - SEAMLSSDUMONTBURGER      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
REBATE OF ATM SURCHARGE FOR 01/20/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/14/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/13/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/01/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/13/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 01/21/17 WITHDRAWAL,MISC
ONLINE TRANSFER FROM SAVINGS  xxxxxxx1063 ON 02/01 - REFERENCE NO: IBxx1041,TRANSFER
Payroll Contribution,MISC
PURCHASE - SEAMLSSJUICEPRESS1296    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx4475 ON 02/03 - REFERENCE NO: IBxx5947,MISC
PURCHASE - SEAMLSSBLUECOCO          xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - AMAZON.COM               AMZN.COM/BILLWA,MISC
PURCHASE - SEAMLSSGARDENGOURMET     xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
CASH WITHDRAWAL ON  02/05 AT 55 EXPRESS TAILOR - NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
CASH WITHDRAWAL ON  02/05 AT 55 EXPRESS TAILOR - NEW YORK     NY,MISC
CASH WITHDRAWAL ON  02/04 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PURCHASE - EUROPEAN WAX CENTER UN   NEW YORK     NY,MISC
PURCHASE - SEAMLSSJUICEPRESS1474    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - DUANE READE #x4354       NEW YORK     NY,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SEAMLSSURBANRUSTICMAR    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - NEIGHBORHOOD DELI AND    NEW YORK     NY,MISC
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - UBER   US FEB05 OEUY4    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - UBER   US FEB04 EB26W    xxxxxx8996   CA,LIVING-EXPENSES
FEDERAL TAX WITHHELD,MISC
"INTEREST PAID FROM 01/07/17 THROUGH 02/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $4,943.06",MISC
INTEREST EARNED AND PAID FROM 01/07/17 - THROUGH 02/06/17 INCLUSIVE,MISC
PURCHASE - APPLE STORE  #R415       NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
"INTEREST PAID FROM 01/09/17 THROUGH 02/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $52,245.55",MISC
CASH WITHDRAWAL ON  02/08 AT 217 AVENUE A - NEW YORK     NY,MISC
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PIER WINES               BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - FINANCIER PATISSERIE     NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx4475 ON 02/09 - REFERENCE NO: IBxx0819,MISC
Payroll Contribution,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - UBER   US FEB09 WPE6H    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - OFICINA LANTINA          NEW YORK     NY,ENTERTAINMENT
PURCHASE - CORNER GROCERS           NEW YORK     NY,MISC
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - ADIDAS 6508              NEW YORK     NY,LIFESTYLE
PURCHASE - REI #142 NEW YORK        NEW YORK     NY,MISC
CASH WITHDRAWAL ON  02/13 AT EAST VILLAGE DELI   GR - NEW YORK     NY,MISC
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NYC TAXI                 NEW YORK     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - UBER   US FEB12 YP7AR    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER   US FEB13 7YDIW    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - UBER   US FEB13 TQGV5    xxxxxx8996   CA,LIVING-EXPENSES
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 02/15 - REFERENCE NO: IBxx3450,MISC
PURCHASE - SEAMLSSKESTANEKEBAB      xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - IN *KADAMPA MEDITATION   xxx-xxx6706  NY,LIVING-EXPENSES
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - UBER   US FEB14 ACLZB    xxxxxx8996   CA,LIVING-EXPENSES
DIVIDEND RECEIVED KINDER MORGAN INC COM USD0.01,INVESTMENTS
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
DIVIDEND RECEIVED APPLE INC,INVESTMENTS
PAYMENT TO CON ED OF NY-INTELL CK,LIVING-EXPENSES
PURCHASE - TOMMY BAHAMA REST 864    NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER   US FEB16 Q3JYZ    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SETMORE                  xxxxxx3560   OR,MISC
PURCHASE - NEW YORK STATE DMV       NEW YORK     NY,ENTERTAINMENT
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - UBER   US FEB16 SZQ4X    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - UBER   US FEB17 UBVUM    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - SQ *BRODO BROTH COM      BROOKLYN     NY,MISC
PURCHASE - MCDONALD'S F3364         NEW YORK     NY,ENTERTAINMENT
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - NEIGHBORHOOD DELI AND    NEW YORK     NY,MISC
PURCHASE - NEIGHBORHOOD DELI AND    NEW YORK     NY,MISC
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ARC CHICKEN              NEW YORK     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - UBER TECHNOLOGIES INC    xxx-xxx-1039 CA,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
RETURN - ADIDAS 6508              NEW YORK     NY,LIFESTYLE
CASH WITHDRAWAL ON  02/20 AT 35 CLINTON STREET - NEW YORK     NY,MISC
CASH WITHDRAWAL ON  02/19 AT 35 CLINTON STREET - NEW YORK     NY,MISC
PURCHASE - SAMS DELI & GRILL II I   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NETFLIX.COM              NETFLIX.COM  CA,SUBSCRIPTION
PURCHASE - AT&T*BILL PAYMENT        xxxxxxx0500  TX,PHONE
PURCHASE - IPHONE CITIZENSONELOAN   BRIDGEPORT   CT,PHONE
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - SEAMLSSMANHATTAN3DECK    xxxxxx1020   NY,LIVING-EXPENSES
PURCHASE - HLU*HULU 8xxxx483-U      HULU.COM/BILLCA,SUBSCRIPTION
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - SQUARE *SQ *GLAMDERM     NEW YORK     NY,MISC
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - JUICE PRESS              NEW YORK     NY,MISC
PURCHASE - JUICE GENERATION 10 WI   BROOKLYN     NY,MISC
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
Payroll Contribution,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
PURCHASE - EQUINOX MOTO #xxx        xxx-xxx-6549 NY,LIFESTYLE
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 02/24 - REFERENCE NO: IBxx4755,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - BLIND BARBER NY 2        BROOKLYN     NY,LIFESTYLE
PURCHASE - D J*WALL-ST-JOURNAL      xxx-xxx-7625 MA,SUBSCRIPTION
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - CAFE xxx      xxxx2453   NEW YORK     NY,MISC
PURCHASE - WINDSOR PHARMACY A       BAYSIDE      NY,LIVING-EXPENSES
PURCHASE - BALADE                   NEW YORK     NY,ENTERTAINMENT
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - FITZPATRICK GRAND CTRL   NEW YORK     NY,ENTERTAINMENT
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - UBER   US FEB25 MXLXJ    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - FITZPATRICK GRAND CTRL   NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER US FEB24 AENDW HE   xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US FEB24 PF4H6    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - DONNYBROOK               NEW YORK     NY,ENTERTAINMENT
PURCHASE - UBER   US FEB25 7LZAU    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NYC-TAXI                 LONG IS CITY NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - NYC-TAXI                 BRONX        NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - SPOTIFY USA              NEW YORK     NY,SUBSCRIPTION
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - UBER   US FEB26 O7T47    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US FEB26 KBYGK    xxxxxx8996   CA,LIVING-EXPENSES
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 02/28 - REFERENCE NO: IBxx0323,MISC
PURCHASE - INSTACART                xxxxxx7822   CA,LIVING-EXPENSES
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 02/28 - REFERENCE NO: IBxx5023,MISC
PURCHASE - ALL ABOUT INDIAN FOOD    xxx-xxx-1333 NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - FRESH  CO - 475 LEXING   NEW YORK     NY,MISC
REINVESTMENT CASH,INVESTMENTS
MERGER MER PAYOUT #REOR Mxxxxxxxxx0000 SPECTRA ENERGY CORP COM *EXCHANGED FOR,MISC
MERGER MER FROM 8xxxx0109#REOR Mxxxxxxxxx0001 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
INTEREST EARNED CASH,MISC
IN LIEU OF FRX SHARE LEU PAYOUT 8xxxx0109#REORLMxxxxxxxxx0001 ENBRIDGE INC COM ISIN #CAx9250N1050 SED,INVESTMENTS
Dividend,MISC
ONLINE PAYMENT TO    ACCOUNT  xxxxxxx4662 ON 03/01 - REFERENCE NO: IBxx0452,TRANSFER
PURCHASE - VERIZON*RECURRING PAY    800-VERIZON  FL,LIVING-EXPENSES
PURCHASE - SWEETGREEN WIL           xxx-xxx-9439 NY,LIVING-EXPENSES
PURCHASE - UBER   US FEB28 DLWE5    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - UBER   US FEB28 6HMHW    xxxxxx8996   CA,LIVING-EXPENSES
REBATE OF ATM SURCHARGE FOR 02/08/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/13/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/05/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/05/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/04/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/20/17 WITHDRAWAL,MISC
REBATE OF ATM SURCHARGE FOR 02/19/17 WITHDRAWAL,MISC
DIVIDEND RECEIVED SPECTRA ENERGY CORP COM *EXCHANGED FOR,INVESTMENTS
DEPOSIT FROM SG AMERICAS SECU-DIRECT PAY,INCOME
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PAYMENT - PAYMENT - THANK YOU,TRANSFER
PURCHASE - UBER   US MAR02 JIDQE    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - 20 NORTH 5TH STREET DE   BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - NITEHAWK CINEMA THEATR   BROOKLYN     NY,MISC
PURCHASE - NOVASTUFFCOM             xxxxxx7815   FR,MISC
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - ZIPCAR INC.              xxxxxxx7227  MA,LIVING-EXPENSES
PAYMENT TO NORTH 4TH PLACE-WEB PMTS,LIVING-EXPENSES
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 03/04 - REFERENCE NO: IBxx1229,TRANSFER
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ALL ABOUT INDIAN FOOD    xxx-xxx-1333 NY,LIVING-EXPENSES
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
PURCHASE - UBER   US MAR04 DX5JS    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - SQ *BRODO BROTH COM      BROOKLYN     NY,MISC
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - ARC CHICKEN              NEW YORK     NY,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,TRANSFER
FEDERAL TAX WITHHELD,MISC
"INTEREST PAID FROM 02/07/17 THROUGH 03/06/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE             $4,664.74",MISC
INTEREST EARNED AND PAID FROM 02/07/17 - THROUGH 03/06/17 INCLUSIVE,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx4475 ON 03/03 - REFERENCE NO: IBxx5750,MISC
ONLINE TRANSFER FROM CHECKING xxxxxxx4475 ON 03/05 - REFERENCE NO: IBxx1719,MISC
PURCHASE - UBER   US MAR06 57VQ2    xxxxxx8996   CA,LIVING-EXPENSES
PURCHASE - WHOLEFDS WBG#x0487       BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - SQ *BRODO BROTH COM      BROOKLYN     NY,MISC
PURCHASE - NITEHAWK CINEMA THEATR   BROOKLYN     NY,MISC
PURCHASE - NITEHAWK CINEMA THEATR   BROOKLYN     NY,MISC
PURCHASE - INT*IN *KADAMPA MEDITA   xxx-xxx6706  NY,SUBSCRIPTION
PURCHASE - BROOKLYN HARVEST MAR     BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,TRANSFER
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
"INTEREST PAID FROM 02/09/17 THROUGH 03/08/17 INCLUSIVE - AVERAGE DAILY LEDGER BALANCE            $48,540.32",MISC
PURCHASE - DUANE READE #x4429       BROOKLYN     NY,LIVING-EXPENSES
Payroll Contribution,MISC
DEPOSIT FROM SG AMERICAS SECU-DIRECT DEP,INCOME
ONLINE TRANSFER TO   CHECKING xxxxxxx4475 ON 03/10 - REFERENCE NO: IBxx2143,MISC
PURCHASE - PAYPAL *KMC NYC          xxxxxx7733   CA,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
PURCHASE - SQ *METRO LOBBY STO      NEW YORK     NY,MISC
PURCHASE - PRET A MANGER #021       NEW YORK     NY,MISC
PURCHASE - FINANCIER PATISSERIE     NEW YORK     NY,MISC
PURCHASE - TRADER PANTRY xxxx2461   NEW YORK     NY,MISC
CASH WITHDRAWAL ON  03/11 AT 1 NORTH 4TH PLACE - BROOKLYN     NY,MISC
PAYMENT TO VENMO-PAYMENT,TRANSFER
PURCHASE - KENT DRY CLEANERS        BROOKLYN     NY,LIVING-EXPENSES
PURCHASE - ALL ABOUT INDIAN FOOD    xxx-xxx-1333 NY,LIVING-EXPENSES
PURCHASE - NYCTAXI2H59              LONG ISLAND CNY,LIVING-EXPENSES
PURCHASE - SQ *HONEST CHOPS         NEW YORK     NY,LIVING-EXPENSES
PURCHASE - UBER   US MAR12 ADRZ5    xxxxxx8996   CA,LIVING-EXPENSES
